0.0000000000000000e+00 2.3246795882801372e-07 2.2164702387397804e-03
6.8842721432447032e-02 2.3247084710761505e-07 2.2164785857420352e-03
1.0326408214867056e-01 2.3247229126672399e-07 2.2164827591248950e-03
2.5418850990441982e-01 2.3247862340327875e-07 2.2165010581570244e-03
2.7537088572978813e-01 2.3247951199229624e-07 2.2165036262214079e-03
1.3768544286489406e-01 2.3247373540629429e-07 2.2164869326087360e-03
2.7537088572978813e-01 2.3247951206756756e-07 2.2165036264209063e-03
4.8458219383934725e-01 2.3248828982723030e-07 2.2165289926528130e-03
5.8918784789412681e-01 2.3249267875031159e-07 2.2165416755665743e-03
1.0478434079804679e+00 2.3251192399438269e-07 2.2165972874137424e-03
1.1122161181680246e+00 2.3251462505233489e-07 2.2166050923980089e-03
6.9379350194890632e-01 2.3249706790279805e-07 2.2165543588864235e-03
1.1122161181680246e+00 2.3251462521832116e-07 2.2166050926635495e-03
1.7170621065248439e+00 2.3254000723849114e-07 2.2166784325214879e-03
2.0194851007032537e+00 2.3255269852522887e-07 2.2167151013202761e-03
3.3454936136393583e+00 2.3260835464280399e-07 2.2168758908232087e-03
3.5316000715953022e+00 2.3261616708233390e-07 2.2168984586199880e-03
2.3219080948816635e+00 2.3256539104212973e-07 2.2167517719658609e-03
3.5316000715953022e+00 2.3261616706669156e-07 2.2168984586939666e-03
4.8184765543770487e+00 2.3267019571772640e-07 2.2170545176745018e-03
5.4619147957679228e+00 2.3269721160425563e-07 2.2171325424099335e-03
8.2831440080202121e+00 2.3281570797992663e-07 2.2174746984203971e-03
8.6791060027222890e+00 2.3283234336722714e-07 2.2175227234164864e-03
6.1053530371587961e+00 2.3272423212857090e-07 2.2172105743251589e-03
8.6791060027222890e+00 2.3283234333971188e-07 2.2175227233200020e-03
1.1417689511796763e+01 2.3294743735040300e-07 2.2178549233773663e-03
1.2786981266333999e+01 2.3300499133421337e-07 2.2180210020315643e-03
1.8790798959304961e+01 2.3325753607312297e-07 2.2187494132364211e-03
1.9633440039020183e+01 2.3329300184916459e-07 2.2188516630591735e-03
1.4156273020871236e+01 2.3306256614602534e-07 2.2181871120453612e-03
1.9633440039020183e+01 2.3329300082395357e-07 2.2188516601304837e-03
2.4790915281443212e+01 2.3351020773329650e-07 2.2194776441897472e-03
2.7369652902654728e+01 2.3361883886298585e-07 2.2197905702505500e-03
3.8676425549505218e+01 2.3409586419119386e-07 2.2211635039210576e-03
4.0263341008712302e+01 2.3416290206355962e-07 2.2213562920228385e-03
2.9948390523866244e+01 2.3372753804938843e-07 2.2201035890131518e-03
4.0263341008712302e+01 2.3416287974068091e-07 2.2213562284662688e-03
4.6782205801080927e+01 2.3443845171924230e-07 2.2221483176899882e-03
5.0041638197265243e+01 2.3457630776465621e-07 2.2225443298617233e-03
6.4332995626688771e+01 2.3518201428614763e-07 2.2242823898981144e-03
6.6338800178186816e+01 2.3526722487434505e-07 2.2245266498130234e-03
5.3301070593449559e+01 2.3471424949038056e-07 2.2229404239747217e-03
6.6338800178186816e+01 2.3526710602561054e-07 2.2245263127084890e-03
7.3681728634392513e+01 2.3557911904533236e-07 2.2254201935806022e-03
7.7353192862495362e+01 2.3573528735307763e-07 2.2258672975727168e-03
9.3451151401100162e+01 2.3642182558859247e-07 2.2278303773112839e-03
9.5710514003009621e+01 2.3651855175076460e-07 2.2281066329527459e-03
8.1024657090598211e+01 2.3589152225768901e-07 2.2263143849925145e-03
9.5710514003009621e+01 2.3651824884385279e-07 2.2281057770720722e-03
1.0331512423204602e+02 2.3684358861847623e-07 2.2290344070742315e-03
1.0711742934656421e+02 2.3700655697186395e-07 2.2294992470915987e-03
1.2378907484868246e+02 2.3772326893131305e-07 2.2315408911886248e-03
