5.00|5.00,14.876298755087923
5.00|5.50,13.883760667231684
5.00|6.00,14.661920989255039
5.00|6.50,15.777176118428205
5.00|7.00,16.633054658914517
5.00|7.50,17.581010337424907
5.00|8.00,15.740262748040953
5.00|8.50,16.081648355755153
5.00|9.00,11.76552372487906
5.00|9.50,15.763653998102878
5.00|10.00,15.449180066092561
5.00|10.50,15.448025067699424
5.00|11.00,16.16471009912562
5.00|11.50,14.108241608700684
5.00|12.00,20.39469749648377
5.00|12.50,14.12093605099872
5.00|13.00,15.960902862698449
5.00|13.50,15.481590473878684
5.00|14.00,15.401553982656175
5.00|14.50,15.763856244126826
5.00|15.00,13.2494440133137
5.00|15.50,13.826691340131129
5.00|16.00,15.693107841913825
5.00|16.50,15.089246214331112
5.00|17.00,13.151977051025009
5.00|17.50,16.003017593908652
5.00|18.00,13.242995509936257
5.00|18.50,11.231249863759821
5.00|19.00,15.86877371185673
5.00|19.50,15.497629698419162
5.00|20.00,16.921254643652198
5.00|20.50,16.950644216421352
5.00|21.00,16.655263757425647
5.00|21.50,16.03191577025297
5.00|22.00,14.318572180900345
5.00|22.50,16.060811350498998
5.00|23.00,12.654410155682479
5.00|23.50,15.564195125554999
5.00|24.00,12.592830420651703
5.00|24.50,14.079202259137832
5.00|25.00,14.926089927752201
5.00|25.50,12.849046892558416
5.00|26.00,13.883280707187373
5.00|26.50,13.995448213591311
5.00|27.00,17.206546710032388
5.00|27.50,14.137642751914193
5.00|28.00,17.19927941334998
5.00|28.50,15.118636379328635
5.00|29.00,15.987062712098925
5.00|29.50,16.039033373349444
5.00|30.00,16.145390426756297
5.00|30.50,17.41082760198688
5.00|31.00,15.367970790602197
5.00|31.50,16.97103844127426
5.00|32.00,12.206048975912799
5.00|32.50,16.360484931851925
5.00|33.00,16.74433574809953
5.00|33.50,12.922613043811271
5.00|34.00,14.120082202958436
5.00|34.50,17.255366359569592
5.00|35.00,14.001815921863132
5.00|35.50,13.894484355739408
5.00|36.00,14.987968402984663
5.00|36.50,12.999198233452342
5.00|37.00,16.458650101705857
5.00|37.50,16.026871598787224
5.00|38.00,16.052479021651813
5.00|38.50,16.658884207973628
5.00|39.00,15.660516395419773
5.00|39.50,15.096118306115871
5.00|40.00,15.000970591487313
5.00|40.50,15.11164277541641
5.00|41.00,13.423257077366213
5.00|41.50,15.946102754752562
5.00|42.00,19.552363875955322
5.00|42.50,15.303165978821676
5.00|43.00,15.41963050844248
5.00|43.50,14.633994639916407
5.00|44.00,15.135476393086902
5.00|44.50,16.94810307361233
5.00|45.00,16.201471180958766
5.00|45.50,15.43155313410019
5.00|46.00,15.117859787232442
5.00|46.50,15.284703080676204
5.00|47.00,14.990895396819047
5.00|47.50,14.913904801393281
5.00|48.00,14.36535722472373
5.00|48.50,15.237985218982871
5.00|49.00,14.946628619927981
5.00|49.50,16.43235315417552
5.00|50.00,16.1285921360663
7.00|7.00,17.174116895067787
7.00|7.70,14.188264026699795
7.00|8.40,13.571751179593027
7.00|9.10,15.20647947632405
7.00|9.80,14.691837471119312
7.00|10.50,14.807410434711807
7.00|11.20,14.394757685843267
7.00|11.90,12.554668428730837
7.00|12.60,16.933245340308492
7.00|13.30,15.667106997239934
7.00|14.00,14.963398694451973
7.00|14.70,16.011125855490405
7.00|15.40,13.372046650303345
7.00|16.10,17.307007974738013
7.00|16.80,13.831008065262637
7.00|17.50,13.769813975428079
7.00|18.20,14.414348527891699
7.00|18.90,14.95204352462563
7.00|19.60,12.878633415138557
7.00|20.30,14.098637910390476
7.00|21.00,13.482321531698148
7.00|21.70,13.772264109422107
7.00|22.40,15.372777484528184
7.00|23.10,13.278183712437988
7.00|23.80,16.084422620213132
7.00|24.50,13.218170373578815
7.00|25.20,17.00934786180218
7.00|25.90,15.27594564814677
7.00|26.60,16.187512980948412
7.00|27.30,14.650899884588389
7.00|28.00,14.855507032687319
7.00|28.70,15.952320183616456
7.00|29.40,13.971248977902645
7.00|30.10,17.73716953826154
7.00|30.80,15.890293155454756
7.00|31.50,12.077829568658204
7.00|32.20,13.90834065990105
7.00|32.90,13.69595041525862
7.00|33.60,14.914795088390438
7.00|34.30,16.183537210182095
7.00|35.00,17.43379406094262
7.00|35.70,17.66070987093433
7.00|36.40,13.809745057584118
7.00|37.10,13.380100450616881
7.00|37.80,15.983712312234076
7.00|38.50,17.34563257691002
7.00|39.20,18.734657639649548
7.00|39.90,11.817839401758807
7.00|40.60,12.20313561922267
7.00|41.30,15.905169455534
7.00|42.00,15.541435182190407
7.00|42.70,14.993373990469003
7.00|43.40,14.934618100290084
7.00|44.10,13.317838087520638
7.00|44.80,11.664814110829141
7.00|45.50,14.491832928217425
7.00|46.20,11.77107588728584
7.00|46.90,13.994075307359427
7.00|47.60,13.515017090837185
