5.00|5.00,19.338579911952113
5.00|5.50,18.19691453626188
5.00|6.00,18.800253234949228
5.00|6.50,20.13847468390558
5.00|7.00,21.03134280819834
5.00|7.50,22.04468178748469
5.00|8.00,20.083921375398464
5.00|8.50,20.20177171775841
5.00|9.00,16.07028305677887
5.00|9.50,20.232249912931334
5.00|10.00,19.519697593345906
5.00|10.50,19.520414933547645
5.00|11.00,20.67215052322733
5.00|11.50,18.357182502544415
5.00|12.00,24.95692971766277
5.00|12.50,18.795299859318384
5.00|13.00,20.398452412993052
5.00|13.50,19.713555449656155
5.00|14.00,19.74732764741876
5.00|14.50,19.863024978183212
5.00|15.00,17.536362453420338
5.00|15.50,17.79588726036117
5.00|16.00,20.097885223181308
5.00|16.50,19.312141921888447
5.00|17.00,17.501372726341632
5.00|17.50,20.259913661313025
5.00|18.00,17.632549344191638
5.00|18.50,15.383154240869986
5.00|19.00,20.172670898981522
5.00|19.50,19.75240947814901
5.00|20.00,21.214968949793796
5.00|20.50,21.327000972989445
5.00|21.00,21.230972478559327
5.00|21.50,20.580482326465333
5.00|22.00,18.592951680630577
5.00|22.50,20.0797568183108
5.00|23.00,16.986323755012467
5.00|23.50,19.796802419537574
5.00|24.00,16.962982350921017
5.00|24.50,18.41927134272506
5.00|25.00,19.105079926272875
5.00|25.50,16.93020257561872
5.00|26.00,18.10458336682314
5.00|26.50,18.324660147600557
5.00|27.00,21.625028292787643
5.00|27.50,18.378401095088236
5.00|28.00,21.57101756148441
5.00|28.50,19.23330865571887
5.00|29.00,20.29026179186255
5.00|29.50,20.36350862445121
5.00|30.00,20.612353673809096
5.00|30.50,21.91721426734159
5.00|31.00,19.673413134007966
5.00|31.50,21.42784148134134
5.00|32.00,16.561610765866185
5.00|32.50,20.666938039146824
5.00|33.00,21.055544991521028
5.00|33.50,17.099733757003996
5.00|34.00,18.688137500880874
5.00|34.50,21.434849093081805
5.00|35.00,18.100454353894182
5.00|35.50,18.162887365562746
5.00|36.00,19.447818689613463
5.00|36.50,17.18934267171415
5.00|37.00,20.704821312358945
5.00|37.50,20.491714495784365
5.00|38.00,20.67208474416778
5.00|38.50,20.69644946598872
5.00|39.00,19.91006321149565
5.00|39.50,19.327877913198794
5.00|40.00,19.134073960455204
5.00|40.50,19.37365163656466
5.00|41.00,17.629673284886202
5.00|41.50,20.403415132934434
5.00|42.00,24.34018568052665
5.00|42.50,19.460425516774155
5.00|43.00,19.660354999896963
5.00|43.50,18.902020191952182
5.00|44.00,19.395860620094535
5.00|44.50,21.074681172938238
5.00|45.00,21.154144125101112
5.00|45.50,19.700871904210718
5.00|46.00,19.254225505062358
5.00|46.50,20.144258816772076
5.00|47.00,19.10998121800802
5.00|47.50,19.486935357127066
5.00|48.00,18.5290499874222
5.00|48.50,19.29023940557291
5.00|49.00,19.02953965258691
5.00|49.50,20.522552992610745
5.00|50.00,20.28878481516336
7.00|7.00,21.440730634269034
7.00|7.70,18.352628436923023
7.00|8.40,17.658447307683247
7.00|9.10,19.477877063346334
7.00|9.80,18.931267965382553
7.00|10.50,18.903509563265334
7.00|11.20,18.170887083079293
7.00|11.90,16.293182746335834
7.00|12.60,21.13543721845658
7.00|13.30,19.694387648132913
7.00|14.00,18.94463626226801
7.00|14.70,20.457019422853854
7.00|15.40,17.53011099942608
7.00|16.10,21.5678253877117
7.00|16.80,17.830737633799693
7.00|17.50,17.69766093865438
7.00|18.20,18.59572894768476
7.00|18.90,18.959364338453742
7.00|19.60,17.275574968571714
7.00|20.30,18.238587991887258
7.00|21.00,17.718573669215974
7.00|21.70,17.830138649528283
7.00|22.40,19.629202968163675
7.00|23.10,17.31656458063781
7.00|23.80,20.332323793315698
7.00|24.50,17.498375797887967
7.00|25.20,21.20537649853933
7.00|25.90,19.47520225054664
7.00|26.60,20.431340465488002
7.00|27.30,18.59275321792452
7.00|28.00,19.148042622730163
7.00|28.70,20.21301500486627
7.00|29.40,17.771120028128788
7.00|30.10,21.9342584141066
7.00|30.80,20.2066320404582
7.00|31.50,15.975856917467958
7.00|32.20,18.212816912578546
7.00|32.90,17.793544169516704
7.00|33.60,19.146779914322597
7.00|34.30,20.284618678939427
7.00|35.00,21.608126287193688
7.00|35.70,21.906122234650002
7.00|36.40,17.874145895847867
7.00|37.10,17.673713028648997
7.00|37.80,20.293286917304588
7.00|38.50,21.68684130805242
7.00|39.20,23.001341422627807
7.00|39.90,15.76268901197383
7.00|40.60,16.143358350476152
7.00|41.30,20.344265394251426
7.00|42.00,19.52105817577179
7.00|42.70,19.294237247638304
7.00|43.40,19.000200309760324
7.00|44.10,17.073876536442278
7.00|44.80,15.705850018141973
7.00|45.50,18.490478623507673
7.00|46.20,15.726956964760658
7.00|46.90,18.235293038605736
7.00|47.60,17.763417205487784
7.00|48.30,16.480537110661427
7.00|49.00,22.471144816545447
7.00|49.70,17.577098490418354
7.00|50.40,17.363184536251868
7.00|51.10,19.55209929141859
7.00|51.80,18.53474436083928
7.00|52.50,18.598309754043786
7.00|53.20,18.574749383255615
7.00|53.90,20.888965394033463
7.00|54.60,15.391069235827354
7.00|55.30,21.10894332248004
7.00|56.00,17.37945360931849
7.00|56.70,15.713213632175828
7.00|57.40,15.34076446499857
7.00|58.10,15.942863402582878
7.00|58.80,18.789057908913854
7.00|59.50,19.325408261399648
7.00|60.20,17.84145631458077
7.00|60.90,18.91937083970214
7.00|61.60,16.21680850623439
7.00|62.30,19.612164207427373
7.00|63.00,17.43618215001648
7.00|63.70,17.075934500404582
7.00|64.40,18.939633497435516
7.00|65.10,17.109265569388484
7.00|65.80,17.869784593672485
7.00|66.50,17.551075385083546
7.00|67.20,20.96233699408915
7.00|67.90,14.488511813783523
7.00|68.60,17.51807477936849
7.00|69.30,20.579313214395665
7.00|70.00,19.188408536946763
9.00|9.00,16.323595736626583
9.00|9.90,17.103849355408354
9.00|10.80,17.68983229775829
9.00|11.70,20.24067014958903
9.00|12.60,19.031293479710925
9.00|13.50,18.51757990224527
9.00|14.40,18.209613690713358
9.00|15.30,20.906043678153345
9.00|16.20,16.155461602551416
9.00|17.10,16.650919283856254
9.00|18.00,17.330033345690307
9.00|18.90,18.321450805842222
9.00|19.80,18.7953615519338
9.00|20.70,19.227563753879416
9.00|21.60,17.534519727587064
9.00|22.50,18.86872381404542
9.00|23.40,17.64730553818538
9.00|24.30,16.90191696529201
9.00|25.20,18.44580047952107
9.00|26.10,20.409376177799587
9.00|27.00,16.56571549411208
9.00|27.90,18.746084722546733
9.00|28.80,15.605237083727896
9.00|29.70,17.131576529728342
9.00|30.60,18.200062067390064
9.00|31.50,19.989941442939088
9.00|32.40,18.995455991128054
9.00|33.30,18.998155973649766
9.00|34.20,18.080984618585024
9.00|35.10,18.820653370987724
9.00|36.00,16.986970795136138
9.00|36.90,18.870050596038087
9.00|37.80,17.271262255155502
9.00|38.70,15.857038065207789
9.00|39.60,16.13591427350215
9.00|40.50,18.624372927906272
9.00|41.40,17.325415493437742
9.00|42.30,18.95787121774669
9.00|43.20,17.36343812927896
9.00|44.10,20.21614033601934
9.00|45.00,16.65173190800199
9.00|45.90,17.522377395179088
9.00|46.80,19.41221525441703
9.00|47.70,19.183787255182708
9.00|48.60,19.619982880337663
9.00|49.50,19.44416643007025
9.00|50.40,20.28573451089117
9.00|51.30,20.424454581681232
9.00|52.20,19.478854589904497
9.00|53.10,15.701111010074028
9.00|54.00,19.967071946089547
9.00|54.90,18.937694377479847
9.00|55.80,21.332562563925315
9.00|56.70,16.224655423471763
9.00|57.60,19.688307383585826
9.00|58.50,15.67778635622673
9.00|59.40,19.02199379380417
9.00|60.30,20.68168446785527
9.00|61.20,16.77529819027895
9.00|62.10,16.787382990882932
9.00|63.00,21.05685543248783
9.00|63.90,17.917711182673628
