5.00|5.00,4.641380883784675
5.00|5.50,5.5466347431472265
5.00|6.00,5.545915599659121
5.00|6.50,4.873929704734775
5.00|7.00,5.637334285704964
5.00|7.50,6.4218317122754485
5.00|8.00,4.979041944565548
5.00|8.50,5.839278661141568
5.00|9.00,5.576844089804185
5.00|9.50,5.26470733081773
5.00|10.00,5.410101389177235
5.00|10.50,5.545699858970628
5.00|11.00,5.33744704167943
5.00|11.50,5.497810185349416
5.00|12.00,8.989116943536265
5.00|12.50,6.318520059734415
5.00|13.00,4.920527817388547
5.00|13.50,5.481894250591226
5.00|14.00,5.144660740865175
5.00|14.50,5.554778126313075
5.00|15.00,5.078581155649116
5.00|15.50,5.536875659178074
5.00|16.00,4.7995383608279125
5.00|16.50,4.9386509784228965
5.00|17.00,4.939836940959891
5.00|17.50,5.489052079212491
5.00|18.00,5.206197347698439
5.00|18.50,4.483097371358566
5.00|19.00,5.35484031244387
5.00|19.50,5.928173911331241
5.00|20.00,6.31767575255462
5.00|20.50,6.009752325001149
5.00|21.00,5.515744334288278
5.00|21.50,4.871797615218506
5.00|22.00,4.880317859835837
5.00|22.50,6.131551540443167
5.00|23.00,4.838652604656737
5.00|23.50,4.999334481845702
5.00|24.00,4.81861452505256
5.00|24.50,4.6114952765693635
5.00|25.00,4.490425083372181
5.00|25.50,4.741103894854253
5.00|26.00,4.843952028447201
5.00|26.50,4.498281725955208
5.00|27.00,6.206897601743625
5.00|27.50,4.840966300432836
5.00|28.00,6.269934043013935
5.00|28.50,5.2625792148785
5.00|29.00,5.805885543065738
5.00|29.50,5.722698543592441
5.00|30.00,4.995212130932948
5.00|30.50,6.205058629897856
5.00|31.00,5.912625363346218
5.00|31.50,5.85929642629201
5.00|32.00,4.778944995044154
5.00|32.50,5.597804544204939
5.00|33.00,6.0088719581373455
5.00|33.50,3.9203558879669735
5.00|34.00,4.579251607405551
5.00|34.50,6.986965625575524
5.00|35.00,4.457835624748045
5.00|35.50,5.624628004182706
5.00|36.00,4.673549843500558
5.00|36.50,4.9611202755058095
5.00|37.00,5.899476841441352
5.00|37.50,5.223115743502972
5.00|38.00,5.2372541385770655
5.00|38.50,6.564971062935915
5.00|39.00,5.434751958793741
5.00|39.50,4.8409296730759195
5.00|40.00,5.019325485364525
5.00|40.50,5.221553075019253
5.00|41.00,4.592523908245561
5.00|41.50,5.493978340066824
5.00|42.00,7.627708655695645
5.00|42.50,6.429733375634466
5.00|43.00,4.866537496535981
5.00|43.50,5.565561661980161
5.00|44.00,4.723263150395466
5.00|44.50,6.631657825297561
5.00|45.00,4.639666476907312
5.00|45.50,5.101756305416542
5.00|46.00,4.850436192101254
5.00|46.50,5.291298773295312
5.00|47.00,4.693180843846615
5.00|47.50,4.900037353468892
5.00|48.00,4.05031992196429
5.00|48.50,5.107349752507783
5.00|49.00,4.917003432379212
5.00|49.50,6.2137847507025
5.00|50.00,5.750724930723172
7.00|7.00,6.6724458423490125
7.00|7.70,4.925451456416757
7.00|8.40,5.38173485075792
7.00|9.10,5.263040654010364
7.00|9.80,4.4567307345767375
7.00|10.50,4.984300535469476
7.00|11.20,5.450856495497251
7.00|11.90,5.040835252268605
7.00|12.60,6.650032530378407
7.00|13.30,5.598905370007491
7.00|14.00,5.258147173322374
7.00|14.70,5.909055581087706
7.00|15.40,5.020421891447278
7.00|16.10,6.654964442303813
7.00|16.80,5.081267777699153
7.00|17.50,4.714721489728064
7.00|18.20,4.899347506106151
7.00|18.90,4.933741490055357
7.00|19.60,4.8263831140190465
7.00|20.30,5.602315465209684
7.00|21.00,4.687599350416829
7.00|21.70,5.739771240574244
7.00|22.40,5.236921974018006
7.00|23.10,4.79495306256689
7.00|23.80,5.464669687456718
7.00|24.50,4.987472822360787
7.00|25.20,6.5943614064845955
7.00|25.90,4.884299621548486
7.00|26.60,5.649860366398678
7.00|27.30,4.892422119053536
7.00|28.00,4.827113780103877
7.00|28.70,5.300583130491924
7.00|29.40,4.750134584776062
7.00|30.10,7.247465568156963
7.00|30.80,5.1011435105870095
7.00|31.50,4.52470617576452
7.00|32.20,4.151270025769384
7.00|32.90,4.300735105206094
7.00|33.60,5.3367563449536926
7.00|34.30,5.94164870352591
7.00|35.00,7.045807740629724
7.00|35.70,7.219871265671846
7.00|36.40,4.448340763351161
7.00|37.10,5.095325317259229
7.00|37.80,5.60747698775805
7.00|38.50,6.506558212973356
7.00|39.20,8.088835017478987
7.00|39.90,4.631030851067651
7.00|40.60,4.610294522419396
7.00|41.30,4.8074296087404305
7.00|42.00,5.62435029302121
7.00|42.70,4.94021855215188
7.00|43.40,5.011704164923345
7.00|44.10,4.361111721770175
7.00|44.80,5.0301812006840985
7.00|45.50,4.606036489325821
7.00|46.20,3.7474570464150423
7.00|46.90,4.427123665256625
7.00|47.60,4.147357799726343
7.00|48.30,5.743765705645359
7.00|49.00,6.507424979464882
7.00|49.70,4.764788644711338
7.00|50.40,4.44475988576695
7.00|51.10,5.192924898932438
7.00|51.80,4.2925070117955295
7.00|52.50,4.688743479689304
7.00|53.20,4.6363200593097815
7.00|53.90,6.997324714346164
7.00|54.60,4.839340600257993
7.00|55.30,6.161689875157088
7.00|56.00,4.374465064396345
7.00|56.70,4.410076725031697
7.00|57.40,4.313548068443273
7.00|58.10,4.386596854671644
7.00|58.80,5.081796145822056
7.00|59.50,5.897221734996507
7.00|60.20,4.644068553742114
7.00|60.90,5.9188440639139435
7.00|61.60,3.8921193390749043
7.00|62.30,4.811050644335031
7.00|63.00,4.281233206141689
7.00|63.70,5.22580062277269
7.00|64.40,6.541163852773442
7.00|65.10,5.8108820428892605
7.00|65.80,4.29932766622486
7.00|66.50,3.6203940360725206
7.00|67.20,4.54822061998885
7.00|67.90,5.0364798559707715
7.00|68.60,5.392425419562333
7.00|69.30,6.600335786334045
7.00|70.00,6.820981437530492
9.00|9.00,4.771743607294674
9.00|9.90,5.027314818119964
9.00|10.80,5.165575982742296
9.00|11.70,6.03803945151301
9.00|12.60,5.552743354443348
9.00|13.50,5.1117322369400355
9.00|14.40,4.821814440622266
9.00|15.30,7.0480550206109465
9.00|16.20,4.703272321293656
9.00|17.10,4.9704502563816435
9.00|18.00,4.498859588475427
9.00|18.90,5.038827766031391
9.00|19.80,5.130632605136323
9.00|20.70,5.758618212382461
9.00|21.60,5.623565219576773
9.00|22.50,5.161934082700007
9.00|23.40,4.805000074676746
9.00|24.30,5.3255492374202955
9.00|25.20,4.537272792986767
9.00|26.10,5.903745090738786
9.00|27.00,5.194177168292085
9.00|27.90,5.032937691931823
9.00|28.80,5.392609432629164
9.00|29.70,4.227795558458354
9.00|30.60,5.356597956735045
9.00|31.50,5.875908961159561
9.00|32.40,4.814174764270606
9.00|33.30,5.743685919306181
9.00|34.20,5.835874089936714
9.00|35.10,4.605187396747152
9.00|36.00,4.437262213377312
9.00|36.90,5.4407374558212815
9.00|37.80,4.59782579929311
9.00|38.70,4.191428941016942
9.00|39.60,4.967944986865423
9.00|40.50,5.164855764158779
9.00|41.40,4.916300565826511
9.00|42.30,6.190601699315471
9.00|43.20,4.949469835482421
9.00|44.10,5.830251925592705
9.00|45.00,4.605731056320879
9.00|45.90,4.1225786789720225
9.00|46.80,6.217754464744608
9.00|47.70,5.431146325822333
9.00|48.60,5.059009118502765
9.00|49.50,5.310731336814866
9.00|50.40,5.50876708710562
9.00|51.30,5.7991363259386235
9.00|52.20,5.270908150037734
9.00|53.10,5.431957831727688
9.00|54.00,5.63376946180787
9.00|54.90,5.969938826989196
9.00|55.80,6.074802379047463
9.00|56.70,4.290098975103625
9.00|57.60,6.006471108629253
9.00|58.50,5.772673317002151
9.00|59.40,4.705272733809499
9.00|60.30,6.349148449723419
9.00|61.20,4.529970320525402
9.00|62.10,4.441079771688352
9.00|63.00,6.718987553472864
9.00|63.90,5.098160115813394
9.00|64.80,4.444881440613721
9.00|65.70,4.880182004495293
9.00|66.60,4.567522739738024
9.00|67.50,6.27062017056191
9.00|68.40,4.142921030496661
9.00|69.30,4.792450769014036
9.00|70.20,4.7736088949822015
9.00|71.10,5.261501880438314
9.00|72.00,4.998482881836531
9.00|72.90,5.94552671222779
9.00|73.80,4.955565522384005
9.00|74.70,3.9994229201322384
9.00|75.60,5.46558512623212
9.00|76.50,3.9667185857177882
9.00|77.40,5.91291152187165
9.00|78.30,5.584236844274535
9.00|79.20,5.432661496601258
9.00|80.10,5.141428721494985
9.00|81.00,5.141452477243085
11.00|11.00,5.698027260399653
11.00|12.10,6.167391607955898
11.00|13.20,5.267093040776477
11.00|14.30,4.543768838390481
11.00|15.40,5.089919707843399
11.00|16.50,5.736781958346181
11.00|17.60,4.773267465581835
11.00|18.70,5.866665266044292
11.00|19.80,5.162006234107339
11.00|20.90,5.023609006501817
11.00|22.00,4.942219472101063
11.00|23.10,5.205261250926947
11.00|24.20,5.631829094316968
11.00|25.30,4.556326088241265
11.00|26.40,4.881531701271035
11.00|27.50,4.578285438171659
11.00|28.60,4.098413686323891
11.00|29.70,5.2978887507292445
